Num_Acc,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh
201400024538,1.0,1,1,1,0.0,13.0,0.0,0.0,0.0,1994.0,A01
201400010986,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1956.0,A01
201400034298,2.0,2,3,2,5.0,11.0,0.0,0.0,0.0,1974.0,A01
201400001990,2.0,2,3,2,0.0,21.0,0.0,0.0,0.0,1997.0,A01
201400015027,1.0,1,4,1,9.0,21.0,0.0,0.0,0.0,1992.0,A01
201400050216,1.0,1,1,1,4.0,13.0,0.0,0.0,0.0,1974.0,B01
201400044937,1.0,1,1,1,0.0,11.0,0.0,0.0,0.0,1965.0,B01
201400006596,1.0,1,3,1,5.0,93.0,0.0,0.0,0.0,1961.0,B02
201400033752,,3,4,1,0.0,93.0,5.0,4.0,2.0,2005.0,A01
201400045896,1.0,1,4,1,1.0,21.0,0.0,0.0,0.0,1990.0,A01
201400016081,4.0,2,1,1,2.0,31.0,0.0,0.0,0.0,2011.0,B01
201400043426,1.0,1,4,1,0.0,93.0,0.0,0.0,0.0,1978.0,B01
201400046913,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1946.0,D01
201400051987,1.0,1,4,1,4.0,13.0,0.0,0.0,0.0,1977.0,B01
201400035104,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1991.0,B01
201400014170,1.0,1,1,1,9.0,13.0,0.0,0.0,0.0,1967.0,A01
201400002745,1.0,1,4,1,0.0,11.0,0.0,0.0,0.0,1954.0,B02
201400051345,2.0,2,4,2,5.0,11.0,0.0,0.0,0.0,1992.0,B01
201400015498,1.0,1,1,1,1.0,11.0,0.0,0.0,0.0,1981.0,A01
201400041084,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1957.0,B01
201400036169,1.0,1,1,1,3.0,11.0,0.0,0.0,0.0,1946.0,A01
201400011238,1.0,1,1,1,0.0,11.0,0.0,0.0,0.0,1958.0,A01
201400010635,1.0,1,1,2,0.0,13.0,0.0,0.0,0.0,1994.0,A01
201400040198,1.0,1,4,1,1.0,21.0,0.0,0.0,0.0,1991.0,A01
201400023111,1.0,1,4,1,0.0,11.0,0.0,0.0,0.0,1988.0,A01
201400025450,1.0,1,1,2,0.0,11.0,0.0,0.0,0.0,1931.0,A01
201400015956,1.0,1,1,1,3.0,13.0,0.0,0.0,0.0,1962.0,A01
201400018921,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1988.0,B02
201400035745,1.0,1,1,1,1.0,93.0,0.0,0.0,0.0,1969.0,A01
