Num_Acc,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh
200500066116,1,1,1,1,5,13,0,0,0,1985.0,A01
200500034483,1,1,3,1,0,23,0,0,0,1988.0,A01
200500028166,1,1,3,1,5,13,0,0,0,1984.0,A01
200500024474,1,1,3,1,1,21,0,0,0,1958.0,A01
200500076102,0,3,4,1,3,0,2,3,2,1996.0,A01
200500053382,0,3,4,1,5,0,2,3,1,2001.0,A01
200500001498,3,2,4,2,0,12,0,0,0,1998.0,A01
200500024622,1,1,3,1,4,12,0,0,0,1965.0,A01
200500082231,0,3,4,2,9,0,0,0,0,1947.0,A01
200500051232,1,1,4,1,0,23,0,0,0,1988.0,A01
200500039969,1,1,4,1,0,11,0,0,0,1952.0,F06
200500031335,1,1,1,1,0,93,0,0,0,1959.0,C01
200500029771,1,1,3,1,5,11,0,0,0,1965.0,A01
200500027056,1,1,1,2,9,11,0,0,0,1982.0,A01
200500015953,1,1,1,1,9,93,0,0,0,1978.0,A01
200500002822,2,2,1,1,0,11,0,0,0,1962.0,B01
200500055551,2,2,4,2,0,11,0,0,0,1985.0,B02
200500000245,1,1,2,1,9,11,0,0,0,1935.0,A01
200500035818,1,1,4,2,1,21,0,0,0,1958.0,B01
200500044116,1,1,1,1,5,21,0,0,0,1980.0,A01
200500076918,1,1,3,2,0,22,0,0,0,1978.0,A01
200500053293,0,3,4,2,1,0,3,3,1,1978.0,A01
200500031944,1,1,1,1,1,11,0,0,0,1968.0,E01
200500078181,1,1,3,1,1,11,0,0,0,1983.0,B02
200500041527,1,1,3,1,5,11,0,0,0,1958.0,A01
200500062930,0,3,1,1,4,0,1,3,1,1973.0,A01
200500041111,1,1,3,1,0,11,0,0,0,1961.0,A01
200500026609,2,2,1,2,0,11,0,0,0,1978.0,A01
200500014760,1,1,3,1,3,93,0,0,0,1928.0,B01
200500056208,2,2,1,2,0,11,0,0,0,1985.0,B02
200500082985,1,1,3,2,0,13,0,0,0,1967.0,B01
200500009260,1,1,1,1,9,11,0,0,0,1982.0,B01
200500082982,1,1,4,1,5,21,0,0,0,1979.0,B01
200500082478,0,3,4,2,5,0,2,3,1,1930.0,A01
200500023583,2,2,4,1,0,11,0,0,0,1930.0,B02
200500051075,1,1,4,1,5,11,0,0,0,1982.0,B01
200500073069,1,1,1,1,0,11,0,0,0,1931.0,A01
200500076051,1,1,1,1,9,11,0,0,0,1957.0,A01
200500030013,0,3,3,1,5,0,1,3,1,1950.0,A01
200500076946,1,1,4,1,4,21,0,0,0,1967.0,A01
200500001614,2,2,4,2,0,11,0,0,0,1979.0,A01
200500073155,3,2,1,1,0,11,0,0,0,1973.0,B01
200500057871,2,2,3,1,0,22,0,0,0,1980.0,A01
200500077667,1,1,1,1,5,13,0,0,0,1983.0,B01
200500031611,0,3,4,2,2,0,1,3,1,1992.0,A01
200500061784,1,1,1,1,1,11,0,0,0,1948.0,C01
200500007431,2,2,4,1,0,21,0,0,0,1987.0,A01
200500010473,1,1,4,2,5,13,0,0,0,1986.0,A01
200500071762,1,1,2,1,5,11,0,0,0,1956.0,A01
200500032794,1,1,4,1,5,11,0,0,0,1933.0,B01
200500061338,1,1,4,1,5,23,0,0,0,1989.0,B01
200500068683,1,1,1,2,5,11,0,0,0,1985.0,A01
200500076939,1,1,1,1,0,11,0,0,0,1987.0,B01
200500064265,1,1,1,2,2,11,0,0,0,1970.0,A01
200500022380,1,1,1,1,4,11,0,0,0,1969.0,B01
200500015853,1,1,1,1,0,11,0,0,0,1968.0,A01
200500005243,1,1,1,1,1,11,0,0,0,1957.0,A01
200500052603,1,1,3,1,5,0,0,0,0,1991.0,A01
200500023622,3,2,4,1,0,11,0,0,0,1985.0,A01
200500086305,1,1,1,1,9,11,0,0,0,1935.0,A01
200500005585,1,1,1,1,5,11,0,0,0,1950.0,A01
200500051788,0,3,4,1,0,0,6,9,3,1981.0,A01
200500076431,1,1,1,1,4,11,0,0,0,1981.0,A01
200500063618,1,1,1,1,5,0,0,0,0,1992.0,C03
200500012710,1,1,4,1,5,21,0,0,0,1967.0,B02
200500063659,2,2,1,1,0,11,0,0,0,1954.0,B02
200500072774,0,3,4,1,0,0,4,3,1,1991.0,A01
200500084257,1,1,4,2,5,11,0,0,0,1964.0,B01
200500049756,1,1,1,1,1,11,0,0,0,1953.0,A01
200500022459,8,2,2,2,0,0,0,0,0,1976.0,A01
200500081936,1,1,4,1,1,11,0,0,0,1967.0,A01
200500043095,1,1,1,1,5,11,0,0,0,1983.0,B02
200500085378,1,1,1,1,4,11,0,0,0,1972.0,A01
200500016236,2,2,4,2,0,11,0,0,0,1924.0,A01
200500018219,3,2,4,1,0,11,0,0,0,2002.0,A01
200500026162,1,1,3,2,2,11,0,0,0,1960.0,A01
200500045063,2,2,3,2,0,11,0,0,0,1965.0,A01
200500037965,1,1,4,1,5,21,0,0,0,1980.0,C03
200500048227,2,2,4,2,0,11,0,0,0,1969.0,D04
200500040188,2,2,4,2,0,11,0,0,0,1965.0,A01
200500032412,1,1,1,1,4,11,0,0,0,1966.0,C01
200500065920,1,1,1,1,9,11,0,0,0,1950.0,A01
200500021474,2,2,4,1,0,11,0,0,0,1985.0,A01
200500046222,2,2,4,1,0,13,0,0,0,1985.0,A01
200500076067,1,1,4,1,1,21,0,0,0,1988.0,B01
200500044213,1,1,4,2,3,11,0,0,0,1970.0,B01
200500014984,0,3,3,2,1,0,2,3,1,1984.0,A01
200500012344,1,1,1,1,4,11,0,0,0,1978.0,A01
200500012533,4,2,1,2,0,11,0,0,0,1931.0,A01
200500003095,1,1,1,2,5,11,0,0,0,1982.0,C01
200500071977,1,1,3,2,1,11,0,0,0,1967.0,A01
200500051385,5,2,3,2,0,21,0,0,0,1973.0,A01
200500001188,1,1,1,1,5,11,0,0,0,1963.0,B02
200500045834,1,1,1,1,4,13,0,0,0,1973.0,A01
200500028862,1,1,4,1,5,11,0,0,0,1981.0,A01
200500070657,1,1,3,1,5,21,0,0,0,1989.0,B02
200500087869,1,2,4,2,0,11,0,0,0,1983.0,D01
200500014064,1,1,4,1,5,21,0,0,0,1988.0,B01
200500050766,1,1,3,1,0,23,0,0,0,1961.0,A01
200500034415,1,1,1,1,9,11,0,0,0,1965.0,A01
200500059385,0,3,2,1,9,0,0,2,1,1938.0,A01
200500077790,1,1,3,1,5,11,0,0,0,1967.0,B02
200500003305,1,1,1,2,9,11,0,0,0,1978.0,A01
200500038369,1,1,3,1,5,11,0,0,0,1981.0,A01
200500012724,5,2,1,1,0,0,0,0,0,1984.0,A01
200500072604,4,2,1,1,0,13,0,0,0,1983.0,B01
200500052452,1,1,1,1,4,11,0,0,0,1972.0,A01
200500009359,1,1,4,2,2,11,0,0,0,1979.0,A01
200500004638,1,1,1,1,4,11,0,0,0,1971.0,B01
200500072508,1,1,4,2,9,21,0,0,0,1960.0,B01
200500012597,2,2,3,1,0,11,0,0,0,1947.0,B02
200500004180,0,3,4,1,5,0,0,3,2,1999.0,A01
200500060224,1,1,1,1,5,11,0,0,0,1969.0,A01
