Num_Acc,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh
200800050791,1,1,4,1,0,93,0,0,0,1996.0,A01
200800074395,1,1,3,1,1,21,0,0,0,1967.0,A01
200800037219,4,2,1,1,0,31,0,0,0,2004.0,A01
200800012770,7,2,4,1,0,13,0,0,0,2002.0,B01
200800005793,2,2,1,2,0,11,0,0,0,1953.0,A01
200800032695,1,1,1,1,0,11,0,0,0,1981.0,C01
200800003595,1,1,1,1,4,11,0,0,0,1974.0,B01
200800020490,1,1,4,1,1,21,0,0,0,1988.0,A01
200800038060,3,2,3,2,0,12,0,0,0,1953.0,A01
200800058696,2,2,1,1,0,11,0,0,0,1945.0,C01
200800071371,1,1,1,2,1,11,0,0,0,1957.0,A01
200800074409,4,2,4,1,0,11,0,0,0,1989.0,A01
200800020027,1,1,4,2,1,11,0,0,0,1983.0,B01
200800066667,1,1,1,1,1,11,0,0,0,1977.0,B01
200800073185,1,1,1,2,4,93,0,0,0,1973.0,B01
200800023951,3,2,3,2,0,11,0,0,0,1992.0,B01
200800048548,1,1,3,1,5,21,0,0,0,1982.0,A01
200800025268,1,1,1,1,0,11,0,0,0,1952.0,A01
200800031607,2,2,3,2,0,13,0,0,0,1964.0,B01
200800072736,1,1,4,1,4,11,0,0,0,1981.0,A01
200800035067,1,1,3,1,1,21,0,0,0,1982.0,A01
200800044821,1,1,1,1,0,11,0,0,0,1964.0,A01
200800070607,1,1,1,2,5,13,0,0,0,1980.0,A01
200800036288,1,1,4,1,5,11,0,0,0,1936.0,A01
200800019880,2,2,1,1,0,11,0,0,0,1963.0,C01
200800033311,1,1,1,2,5,11,0,0,0,1960.0,C01
200800053629,1,1,1,1,5,21,0,0,0,1963.0,A01
200800042256,1,1,1,1,4,11,0,0,0,1977.0,A01
200800004825,4,2,4,1,0,11,0,0,0,2000.0,A01
200800069621,0,3,2,1,5,0,1,1,1,1922.0,A01
200800022421,1,1,4,1,0,11,0,0,0,1983.0,A01
200800071597,1,1,1,1,1,11,0,0,0,1980.0,A01
200800046524,1,1,1,2,5,11,0,0,0,1963.0,A01
200800046847,3,2,1,1,0,11,0,0,0,1999.0,A01
200800045841,1,1,4,1,0,21,0,0,0,1986.0,B01
200800002730,1,1,1,1,0,93,0,0,0,1974.0,A01
200800065840,2,2,4,2,0,13,0,0,0,1954.0,A01
200800072133,1,1,1,1,0,11,0,0,0,1988.0,A01
200800002651,1,1,3,1,3,21,0,0,0,1979.0,A01
200800054047,1,1,1,1,5,21,0,0,0,1949.0,B01
200800009016,1,1,4,1,5,13,0,0,0,1987.0,A01
200800069992,0,3,3,1,0,0,2,3,1,1958.0,A01
