Num_Acc,place,catu,grav,sexe,trajet,secu,locp,actp,etatp,an_nais,num_veh
201100034282,1.0,1,3,1,4.0,23.0,0.0,0.0,0.0,1961.0,B01
201100028727,1.0,1,4,1,5.0,23.0,0.0,0.0,0.0,1978.0,A01
201100023629,1.0,1,4,1,5.0,11.0,0.0,0.0,0.0,1964.0,A01
201100022755,1.0,1,4,2,5.0,11.0,0.0,0.0,0.0,1974.0,B01
201100009225,8.0,2,1,2,0.0,11.0,0.0,0.0,0.0,1993.0,A01
201100021181,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1985.0,A01
201100009596,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1987.0,B02
201100008172,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1954.0,B02
201100045953,2.0,2,4,2,9.0,21.0,0.0,0.0,0.0,1981.0,B01
201100027235,1.0,1,4,1,0.0,23.0,0.0,0.0,0.0,1995.0,B01
201100052540,1.0,1,3,1,5.0,11.0,0.0,0.0,0.0,1952.0,A01
201100066081,1.0,1,4,1,0.0,21.0,0.0,0.0,0.0,1946.0,A01
201100044383,1.0,1,4,1,0.0,13.0,0.0,0.0,0.0,1989.0,A01
201100004101,4.0,2,1,2,0.0,11.0,0.0,0.0,0.0,1993.0,A01
201100035261,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1984.0,A01
201100014412,1.0,1,3,1,5.0,11.0,0.0,0.0,0.0,1966.0,B02
201100065408,1.0,1,3,2,1.0,11.0,0.0,0.0,0.0,1988.0,A01
201100002946,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1996.0,B02
201100039523,1.0,1,1,1,0.0,11.0,0.0,0.0,0.0,1971.0,A01
201100019041,,3,4,2,0.0,93.0,0.0,3.0,1.0,1950.0,Z01
201100061884,,3,4,1,5.0,,4.0,3.0,1.0,1935.0,A01
201100045703,1.0,1,3,1,1.0,21.0,0.0,0.0,0.0,1978.0,B01
201100008342,2.0,2,3,2,0.0,11.0,0.0,0.0,0.0,1962.0,B02
201100041388,2.0,2,3,2,5.0,11.0,0.0,0.0,0.0,1954.0,B01
201100006247,1.0,1,4,1,2.0,11.0,0.0,0.0,0.0,1962.0,B02
201100024706,1.0,1,3,1,0.0,11.0,0.0,0.0,0.0,1965.0,A01
201100046293,1.0,1,4,1,1.0,11.0,0.0,0.0,0.0,1990.0,A01
201100031692,,3,3,2,5.0,93.0,4.0,3.0,1.0,1955.0,A01
201100046674,1.0,1,4,1,0.0,21.0,0.0,0.0,0.0,1979.0,B01
201100030456,1.0,1,4,2,5.0,23.0,0.0,0.0,0.0,1959.0,B01
201100028503,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1970.0,A01
201100059193,1.0,1,4,1,1.0,21.0,0.0,0.0,0.0,1977.0,B01
201100039916,3.0,2,1,2,0.0,11.0,0.0,0.0,0.0,1992.0,A01
201100030685,1.0,1,4,2,5.0,11.0,0.0,0.0,0.0,1947.0,B01
201100051524,1.0,1,4,2,1.0,93.0,0.0,0.0,0.0,1952.0,B01
201100022945,2.0,1,4,2,0.0,21.0,0.0,0.0,0.0,1970.0,A01
201100037310,1.0,1,1,1,0.0,11.0,0.0,0.0,0.0,1963.0,A01
201100028237,,3,4,2,3.0,93.0,5.0,9.0,2.0,1966.0,A01
201100037665,1.0,1,3,1,5.0,21.0,0.0,0.0,0.0,1982.0,A01
201100015447,1.0,1,4,1,1.0,21.0,0.0,0.0,0.0,1976.0,C01
201100050979,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1960.0,A01
201100002244,1.0,1,3,2,4.0,11.0,0.0,0.0,0.0,1969.0,A01
201100028854,1.0,1,4,2,4.0,21.0,0.0,0.0,0.0,1973.0,B01
201100026837,4.0,2,1,1,2.0,11.0,0.0,0.0,0.0,1993.0,B01
201100043590,3.0,2,4,2,5.0,11.0,0.0,0.0,0.0,1983.0,B01
201100051625,1.0,1,1,1,5.0,11.0,0.0,0.0,0.0,1943.0,B01
201100066430,1.0,1,3,1,9.0,22.0,0.0,0.0,0.0,1987.0,A01
201100061230,,3,4,2,0.0,,3.0,3.0,1.0,1934.0,A01
201100008068,1.0,1,4,1,5.0,21.0,0.0,0.0,0.0,1980.0,A01
201100016253,1.0,1,1,2,5.0,11.0,0.0,0.0,0.0,1971.0,A01
201100005580,1.0,1,1,1,4.0,11.0,0.0,0.0,0.0,1968.0,B01
201100049125,1.0,1,3,1,0.0,21.0,0.0,0.0,0.0,1976.0,A01
